JDTDB,Calendar Date (TDB),X,Y,Z,VX,VY,VZ,
2461650.500000000, A.D. 2027-Sep-02 00:00:00.0000, -1.128461324334155E+08, -1.988059442513809E+08, -1.378084857422933E+06,  2.197073462506446E+01, -9.903704255521749E+00, -7.464153125957065E-01,
2461651.500000000, A.D. 2027-Sep-03 00:00:00.0000, -1.109431731134140E+08, -1.996533345960494E+08, -1.442516327765405E+06,  2.207898931425399E+01, -9.711594183012117E+00, -7.450429548984352E-01,
2461652.500000000, A.D. 2027-Sep-04 00:00:00.0000, -1.090309283196870E+08, -2.004840700746697E+08, -1.506826381069124E+06,  2.218567322487008E+01, -9.518176584230888E+00, -7.436046752592200E-01,
2461653.500000000, A.D. 2027-Sep-05 00:00:00.0000, -1.071095345137015E+08, -2.012980381429947E+08, -1.571009312599629E+06,  2.229076908177099E+01, -9.323461402336676E+00, -7.421002671298815E-01,
2461654.500000000, A.D. 2027-Sep-06 00:00:00.0000, -1.051791296516031E+08, -2.020951271271669E+08, -1.635059399222225E+06,  2.239425959203278E+01, -9.127458810031634E+00, -7.405295247590038E-01,
2461655.500000000, A.D. 2027-Sep-07 00:00:00.0000, -1.032398531851818E+08, -2.028752262442335E+08, -1.698970899763018E+06,  2.249612743826998E+01, -8.930179227976295E+00, -7.388922396469830E-01,
2461656.500000000, A.D. 2027-Sep-08 00:00:00.0000, -1.012918460624215E+08, -2.036382256229799E+08, -1.762738055453703E+06,  2.259635528285803E+01, -8.731633329578500E+00, -7.371882015766791E-01,
2461657.500000000, A.D. 2027-Sep-09 00:00:00.0000, -9.933525072777118E+07, -2.043840163251722E+08, -1.826355090404853E+06,  2.269492578408746E+01, -8.531832041675978E+00, -7.354172049366103E-01,
2461658.500000000, A.D. 2027-Sep-10 00:00:00.0000, -9.737021112225622E+07, -2.051124903670491E+08, -1.889816212043181E+06,  2.279182161637053E+01, -8.330786548014041E+00, -7.335790572548824E-01,
2461659.500000000, A.D. 2027-Sep-11 00:00:00.0000, -9.539687268333384E+07, -2.058235407408420E+08, -1.953115611538872E+06,  2.288702547849391E+01, -8.128508286101766E+00, -7.316735818247788E-01,
2461660.500000000, A.D. 2027-Sep-12 00:00:00.0000, -9.341538234433654E+07, -2.065170614363345E+08, -2.016247464288086E+06,  2.298052008214871E+01, -7.925008934825335E+00, -7.297006099305325E-01,
2461661.500000000, A.D. 2027-Sep-13 00:00:00.0000, -9.142588853353943E+07, -2.071929474626909E+08, -2.079205930441782E+06,  2.307228813760568E+01, -7.720300409570017E+00, -7.276599714391936E-01,
2461662.500000000, A.D. 2027-Sep-14 00:00:00.0000, -8.942854117302139E+07, -2.078510948706780E+08, -2.141985155410320E+06,  2.316231235632932E+01, -7.514394873065413E+00, -7.255514943310559E-01,
2461663.500000000, A.D. 2027-Sep-15 00:00:00.0000, -8.742349167737396E+07, -2.084914007751262E+08, -2.204579270310193E+06,  2.325057546313895E+01, -7.307304754253479E+00, -7.233750097364715E-01,
2461664.500000000, A.D. 2027-Sep-16 00:00:00.0000, -8.541089295209733E+07, -2.091137633774523E+08, -2.266982392412201E+06,  2.333706020367241E+01, -7.099042763476668E+00, -7.211303550154011E-01,
2461665.500000000, A.D. 2027-Sep-17 00:00:00.0000, -8.339089939149731E+07, -2.097180819883129E+08, -2.329188625676915E+06,  2.342174935059498E+01, -6.889621893561550E+00, -7.188173756187921E-01,
2461666.500000000, A.D. 2027-Sep-18 00:00:00.0000, -8.136366687611073E+07, -2.103042570505596E+08, -2.391192061372355E+06,  2.350462571640904E+01, -6.679055404758936E+00, -7.164359289219937E-01,
2461667.500000000, A.D. 2027-Sep-19 00:00:00.0000, -7.932935276985879E+07, -2.108721901624713E+08, -2.452986778681427E+06,  2.358567216284751E+01, -6.467356807457890E+00, -7.139858856073125E-01,
2461668.500000000, A.D. 2027-Sep-20 00:00:00.0000, -7.728811591703191E+07, -2.114217841010670E+08, -2.514566845233470E+06,  2.366487159440695E+01, -6.254539864141831E+00, -7.114671240672710E-01,
2461669.500000000, A.D. 2027-Sep-21 00:00:00.0000, -7.524011663896255E+07, -2.119529428454386E+08, -2.575926317614913E+06,  2.374220694584171E+01, -6.040618607574100E+00, -7.088795231552321E-01,
2461670.500000000, A.D. 2027-Sep-22 00:00:00.0000, -7.318551673020434E+07, -2.124655716002678E+08, -2.637059241948768E+06,  2.381766117985137E+01, -5.825607352726093E+00, -7.062229599145602E-01,
2461671.500000000, A.D. 2027-Sep-23 00:00:00.0000, -7.112447945425919E+07, -2.129595768197052E+08, -2.697959654535502E+06,  2.389121729909564E+01, -5.609520698372004E+00, -7.034973135206508E-01,
2461672.500000000, A.D. 2027-Sep-24 00:00:00.0000, -6.905716953901498E+07, -2.134348662315471E+08, -2.758621582478434E+06,  2.396285836653684E+01, -5.392373530647419E+00, -7.007024732336538E-01,
2461673.500000000, A.D. 2027-Sep-25 00:00:00.0000, -6.698375317189323E+07, -2.138913488614804E+08, -2.819039044276863E+06,  2.403256752246110E+01, -5.174181027285941E+00, -6.978383450877890E-01,
2461674.500000000, A.D. 2027-Sep-26 00:00:00.0000, -6.490439799452639E+07, -2.143289350572820E+08, -2.879206050457671E+06,  2.410032798672022E+01, -4.954958648901147E+00, -6.949048507972060E-01,
2461675.500000000, A.D. 2027-Sep-27 00:00:00.0000, -6.281927309689451E+07, -2.147475365131149E+08, -2.939116604278550E+06,  2.416612304708630E+01, -4.734722122944024E+00, -6.919019188667925E-01,
2461676.500000000, A.D. 2027-Sep-28 00:00:00.0000, -6.072854901107810E+07, -2.151470662941172E+08, -2.998764702439904E+06,  2.422993605209398E+01, -4.513487442542027E+00, -6.888294780857036E-01,
2461677.500000000, A.D. 2027-Sep-29 00:00:00.0000, -5.863239770477378E+07, -2.155274388612511E+08, -3.058144335736051E+06,  2.429175041886733E+01, -4.291270883356345E+00, -6.856874594927129E-01,
2461678.500000000, A.D. 2027-Sep-30 00:00:00.0000, -5.653099257449190E+07, -2.158885700962096E+08, -3.117249489669666E+06,  2.435154964355735E+01, -4.068089023026941E+00, -6.824758003839702E-01,
2461679.500000000, A.D. 2027-Oct-01 00:00:00.0000, -5.442450843821795E+07, -2.162303773263302E+08, -3.176074145122021E+06,  2.440931730728765E+01, -3.843958749630568E+00, -6.791944459149541E-01,
2461680.500000000, A.D. 2027-Oct-02 00:00:00.0000, -5.231312152745946E+07, -2.165527793496809E+08, -3.234612279122159E+06,  2.446503708674529E+01, -3.618897254797984E+00, -6.758433519813170E-01,
