JDTDB,Calendar Date (TDB),X,Y,Z,VX,VY,VZ,
2468452.500000000, A.D. 2046-Apr-17 00:00:00.0000, -2.366601389092036E+09,  1.255628819261091E+09,  5.832932759456856E+08, -2.856669849526902E+00, -3.941264931121084E+00, -1.704775891497479E+00,
2468453.500000000, A.D. 2046-Apr-18 00:00:00.0000, -2.366868671404916E+09,  1.255291779449716E+09,  5.831504227938285E+08, -3.334422405361257E+00, -3.878826803312938E+00, -1.610061975322510E+00,
2468454.500000000, A.D. 2046-Apr-19 00:00:00.0000, -2.367177840939713E+09,  1.254955378747831E+09,  5.830135950028390E+08, -3.821310979093021E+00, -3.926553456376222E+00, -1.566016316625651E+00,
2468455.500000000, A.D. 2046-Apr-20 00:00:00.0000, -2.367528398535777E+09,  1.254610174535377E+09,  5.828782748675908E+08, -4.287567963413636E+00, -4.081576992346183E+00, -1.575344251937055E+00,
2468456.500000000, A.D. 2046-Apr-21 00:00:00.0000, -2.367917314520350E+09,  1.254247257341608E+09,  5.827398510577772E+08, -4.704683774042702E+00, -4.334486986290887E+00, -1.637496614048402E+00,
2468457.500000000, A.D. 2046-Apr-22 00:00:00.0000, -2.368339213444886E+09,  1.253858794108376E+09,  5.825938997979934E+08, -5.047145244239429E+00, -4.669904294660705E+00, -1.748703218034403E+00,
2468458.500000000, A.D. 2046-Apr-23 00:00:00.0000, -2.368786701856893E+09,  1.253438505818282E+09,  5.824364546114970E+08, -5.293991310369526E+00, -5.067418810994583E+00, -1.902202751388127E+00,
2468459.500000000, A.D. 2046-Apr-24 00:00:00.0000, -2.369250819121175E+09,  1.252982050363940E+09,  5.822642481798100E+08, -5.430091129365067E+00, -5.502833988586835E+00, -2.088655050537709E+00,
2468460.500000000, A.D. 2046-Apr-25 00:00:00.0000, -2.369721583801277E+09,  1.252487287312589E+09,  5.820749115705814E+08, -5.447066693849418E+00, -5.949642244359422E+00, -2.296710624857775E+00,
2468461.500000000, A.D. 2046-Apr-26 00:00:00.0000, -2.370188602285092E+09,  1.251954408421843E+09,  5.818671186856296E+08, -5.343803687735081E+00, -6.380641280019783E+00, -2.513702700998176E+00,
2468462.500000000, A.D. 2046-Apr-27 00:00:00.0000, -2.370641702543204E+09,  1.251385925948240E+09,  5.816406671213347E+08, -5.126519432464895E+00, -6.769592764040387E+00, -2.726419589578837E+00,
2468463.500000000, A.D. 2046-Apr-28 00:00:00.0000, -2.371071554376039E+09,  1.250786519461525E+09,  5.813964905108479E+08, -4.808383780815173E+00, -7.092822235010404E+00, -2.921910278579213E+00,
2468464.500000000, A.D. 2046-Apr-29 00:00:00.0000, -2.371470238329767E+09,  1.250162750505250E+09,  5.811366015955478E+08, -4.408716074555070E+00, -7.330662670981947E+00, -3.088274131726083E+00,
2468465.500000000, A.D. 2046-Apr-30 00:00:00.0000, -2.371831728590855E+09,  1.249522662502519E+09,  5.808639694969995E+08, -3.951807132100414E+00, -7.468653702020983E+00, -3.215386539392481E+00,
2468466.500000000, A.D. 2046-May-01 00:00:00.0000, -2.372152260414378E+09,  1.248875290302913E+09,  5.805823386728612E+08, -3.465438096388914E+00, -7.498423343022369E+00, -3.295516274867489E+00,
2468467.500000000, A.D. 2046-May-02 00:00:00.0000, -2.372430559681865E+09,  1.248230109276383E+09,  5.802960005960425E+08, -2.979186457407016E+00, -7.418198482414210E+00, -3.323796912199006E+00,
2468468.500000000, A.D. 2046-May-03 00:00:00.0000, -2.372667920591191E+09,  1.247596457546041E+09,  5.800095320791597E+08, -2.522622540965422E+00, -7.232912999312023E+00, -3.298523560542701E+00,
2468469.500000000, A.D. 2046-May-04 00:00:00.0000, -2.372868126741321E+09,  1.246982966589662E+09,  5.797275162001631E+08, -2.123506434275132E+00, -6.953906916538517E+00, -3.221256821372970E+00,
2468470.500000000, A.D. 2046-May-05 00:00:00.0000, -2.373037220423811E+09,  1.246397034929427E+09,  5.794542628459179E+08, -1.806095292204963E+00, -6.598234933919349E+00, -3.096727629698406E+00,
2468471.500000000, A.D. 2046-May-06 00:00:00.0000, -2.373183134188701E+09,  1.245844377002103E+09,  5.791935459138203E+08, -1.589664237577690E+00, -6.187626504556657E+00, -2.932548781647419E+00,
2468472.500000000, A.D. 2046-May-07 00:00:00.0000, -2.373315207150354E+09,  1.245328674717656E+09,  5.789483731957875E+08, -1.487331044801242E+00, -5.747160864240048E+00, -2.738750738248813E+00,
2468473.500000000, A.D. 2046-May-08 00:00:00.0000, -2.373443615526888E+09,  1.244851352952799E+09,  5.787208029761348E+08, -1.505256272704866E+00, -5.303737805124399E+00, -2.527170010136158E+00,
